name,deviation,min_angle,max_angle
ortho_10_d2723dcc,8.41854,27.1127,103.713
ortho_20_5a9e8244,8.97404,20.9291,133.449
ortho_20_e2aff192,9.49763,22.0063,131.387
ortho_40_56a6f463,10.8129,22.806,111.059
ortho_40_df58ce3b,10.7314,22.2708,115.849
ortho_60_c423f527,10.7134,15.06,103.414
ortho_60_f744490d,12.8464,17.3474,122.374
ortho_80_06ee55d4,13.0341,11.1377,118.24
ortho_100_bd1e4a14,13.8877,18.1847,124.479
ortho_250_3b977f7e,16.1256,7.93578,127.176
