ratio
1.95864
1.98781
1.37818
1.8499e+13
4.15366
5.96149e+13
2.66647
2.17701
1.63259
1.70603
2.0368
1.7149
1.99256
3.14919
2.56766
1.81446
2.04836
1.7316
2.76036
2.14414
1.73404
1.88151
2.30435
1.4466
2.03204
1.7831
2.00876
1.92673
2.32869
1.64548
3.00001
3.00001
1.16587
1.9266
1.53728
1.64457
1.6098
2.64731
2.11113
1.6089
2.11348
1.59227
1.75751
2.52763
2.09494
3.73118
3.73118
1.71242
1.82511
1.85391
1.68235
2.00722
2.24277
2.15972
1.79079
1.46835
2.08765
1.56654
2.14736
1.801
1.88496
2.0231
2.00646
2.02327
1.47294
1.53329
15.1318
15.1318
1.76912
1.97215
1.61021
1.63423
2.4081
1.40606
2.31204
5.3075
1.83029
3.30974
5.028
3.46149
1.77947
1.97026
1.44941
1.64211
12.067
12.067
1.45786
1.46918
1.76416
1.38945
11.7758
11.7758
1.70196
8.21275
8.21275
1.69349
2.46907
2.06903
1.80603
1.25871
1.794
1.89338
1.22918
16.7917
16.7917
10.2225
10.2225
1.34848
3.31681
3.31681
2.38381
3.36207
3.79741
1.97686
2.63028
1.59967
2.28031
2.23831
42.7289
42.7289
1.44235
20.4551
20.4551
2.52565
1.15176
1.26527
1.90323
1.43696
1.89091
2.1532
1.28042
1.33337
1.13427
1.22258
1.54313
1.38451
4.98687
3.58689
1.89111
1.35847
1.72311
4.14622
4.03987
1.07824
1.17652
1.20503
1.3012
1.96936
1.49322
1.46148
2.03944
1.6569
3.67916
2.10376
1.35237
3.11634
2.14414
1.39331
1.49833
1.61039
1.58864
1.04765
2.41629
1.49384
1.24496
1.10931
1.49384
1.28567
1.24168
1.16345
1.69149
3.62955
1.38225
1.16016
2.99705
1.75635
1.56464
1.7169
1.7169
1.7937
1.54818
1.27421
1.15526
1.39808
1.13141
1.34964
1.45472
2.3532
3.59211
1.86742
2.25312
4.81714
1.33724
1.41923
3.70255
3.01801
1.1401
1.34419
5.45036
1.67429
1.37745
1.27088
1.05492
1.33555
2.40231
2.1334
2.09105
2.33697
4.21192
2.73379
1.35252
1.33546
1.11946
1.70233
1.25651
1.1986
1.89299
2.76302
1.48256
1.58135
1.66239
5.29098
3.59503
1.17628
13.022
4.3827
1.22155
1.06989
1.52163
3.11705
2.04878
1.92395
1.37522
1.28591
1.46078
1.05228
1.09577
1.26874
1.5777
1.62523
2.13216
1.34087
1.6816
2.34608
2.27693
2.36518
2.27222
4.23354e+12
36.8251
1.98114
8.6792e+13
1.35685
1.44883
1.16363
1.36989
1.47007
1.46416
1.73008
1.83957
1.75594
1.14416
1.57183
2.22696
1.28281
1.35528
1.43365
1.61535
4.445
1.10429
1.39838
5.05983
1.89443
1.13094
1.56166
1.86199
1.23254
1.06516
1.44758
1.22451
1.59599
1.16615
2.19101
2.72652
1.26083
1.5269
1.73283
1.94296
1.49927
1.56339
1.4821
1.4538
1.71328
2.01812
1.24851
1.4981
1.14303
1.32789
1.40213
1.26732
1.81424
1.58107
1.26491
1.81424
2.11715
1.11382
1.21913
1.98786
2.0724
1.57757
1.18214
1.52831
1.37468
1.60331
1.32724
1.28078
10.2972
3.91765
1.60693
2.00297
1.21688
1.62614
2.27149
1.22876
1.33987
1.12684
2.11273
1.83376
1.55133
1.33369
1.12697
1.42784
2.96735
1.54796
1.48621
2.54868
1.3367
1.35368
1.66969
2.19487
1.48067
1.10525
1.04404
1.54657
1.51331
1.16591
1.3739
1.28325
1.21915
1.37594
2.08679
1.97832
1.62178
1.3852
1.93968
1.43727
1.58922
1.17549
2.19484
1.45628
1.71084
1.28523
1.26453
1.49064
1.31995
1.52233
1.31652
1.39927
1.21692
1.51773
1.38942
1.28694
1.74535
1.70937
1.30738
1.56654
1.86405
1.36707
1.72186
2.39827
1.80909
1.39069
1.77338
2.04649
1.35118
1.71155
1.92253
1.88173
1.74318
1.2295
2.03821
1.1898
2508.15
187.71
1.14044
1.61366
1.476
1.46349
1.47252
2.01824
1.36051
1.34107
1.6334
1.61698
2.38674
2.45764
1.99929
1.38108
1.81064
1.40237
1.6766
1.32401
2.08745
2.05903
3.66712
1.3453
2.59689
1.77803
1.72467
2.10623
1.52067
1.59
4.11558
1.66704
3.72672
1.68255
1.2643
2.73547
1.55051
1.6141
3.03232
2.66516
1.77131
1.61703
1.57805
1.26728
1.43365
2.3492
1.67095
1.22776
3.51809
1.70974
1.88581
3.37981
2.18695
1.35738
1.0847
1.4309
2.28387
1.09757
1.64302
1.64302
2.25352
3.36783
2.56347
1.26358
2.53659
2.5428
1.44707
1.68908
1.65036
2.08274
2.73357
1.45119
1.64332
2.14446
1.48297
1.27407
1.80076
1.20955
1.76935
1.76935
1.1733
1.2154
1.48595
1.48046
1.48516
2.05282
1.11604
2.42402
