instance,steiner_meshing,steiner_optimized,obtuse_meshing,obtuse_optimized
simple-polygon_100_4b4ba391,258,258,68,2
simple-polygon_10_297edd18,220,220,59,1
simple-polygon_20_4bd3c2e5,329,329,73,1
