name,#obtuse,#steiner,#steiner_opt,time
ortho_10_d2723dcc,0,11,0,59
ortho_20_5a9e8244,0,10,0,12
ortho_20_e2aff192,0,20,0,37
ortho_40_56a6f463,0,37,0,260
ortho_40_df58ce3b,0,21,0,101
ortho_60_5c5796a0,0,33,0,73
ortho_60_c423f527,0,46,0,589
ortho_60_f744490d,0,73,0,1158
ortho_80_06ee55d4,0,125,0,2442
ortho_100_bd1e4a14,0,91,0,1537
ortho_150_53eb4022,0,104,0,3056
ortho_250_3b977f7e,0,260,0,15506
ortho_250_6e6a66c2,0,243,0,16964
