instance,steiner_meshing,steiner_optimized,obtuse_meshing,obtuse_optimized
ortho_10_d2723dcc,499,499,121,0
ortho_20_5a9e8244,308,308,57,1
ortho_20_e2aff192,374,374,98,2
ortho_40_56a6f463,353,353,69,2
ortho_40_df58ce3b,260,260,58,3
ortho_60_c423f527,378,378,116,0
ortho_60_f744490d,524,513,216,16
ortho_80_06ee55d4,301,298,98,11
ortho_100_bd1e4a14,364,358,156,40
ortho_250_3b977f7e,846,841,349,61
