instance,steiner_meshing,steiner_optimized,obtuse_meshing,obtuse_optimized
ortho_10_d2723dcc,499,495,127,0
ortho_20_5a9e8244,312,306,61,1
ortho_20_e2aff192,371,367,100,1
ortho_40_56a6f463,361,344,67,2
ortho_40_df58ce3b,262,261,53,3
ortho_60_c423f527,376,365,115,1
ortho_60_f744490d,531,499,227,8
ortho_80_06ee55d4,300,291,95,14
ortho_100_bd1e4a14,362,345,149,7
ortho_250_3b977f7e,846,797,352,33
