instance,steiner_meshing,steiner_optimized,obtuse_meshing,obtuse_optimized
ortho_100_bd1e4a14,362,344,149,28
ortho_10_d2723dcc,499,484,127,0
ortho_20_5a9e8244,312,302,61,3
ortho_20_e2aff192,371,363,100,3
ortho_250_3b977f7e,846,799,352,67
ortho_40_56a6f463,361,341,67,4
ortho_40_df58ce3b,262,256,53,6
ortho_60_c423f527,376,359,115,4
ortho_60_f744490d,531,497,227,35
ortho_80_06ee55d4,300,286,95,21
