instance,steiner_meshing,steiner_optimized,obtuse_meshing,obtuse_optimized
ortho_60_c423f527,353,353,92,2
ortho_250_3b977f7e,591,591,219,27
ortho_40_56a6f463,341,341,65,0
ortho_40_df58ce3b,246,246,45,3
ortho_250_6e6a66c2,1052,1052,420,32
ortho_60_5c5796a0,4748,4749,898,3
ortho_10_d2723dcc,499,500,127,0
ortho_150_53eb4022,2036,2036,1900,22
ortho_20_e2aff192,374,374,91,0
ortho_60_f744490d,355,355,170,6
ortho_80_06ee55d4,241,241,67,7
ortho_100_bd1e4a14,275,275,107,6
ortho_20_5a9e8244,315,315,64,1
